AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
13.531,1008.4,86.979,5.7962,32.534,1099.9,531.73,157.4,13.785,0.44159,68.373
14.075,1009,84.03,5.6018,32.006,1100,534.39,155.81,13.61,0.18986,67.056
13.977,1009.6,77.711,5.6546,32.445,1100.1,532.88,157.15,13.724,0.48559,66.91
12.95,1009.9,75.215,5.6803,32.87,1100,531.57,158.78,13.804,0.42303,67.616
11.457,1009.9,79.768,5.7003,32.757,1100.4,531.32,159.59,13.893,0.53459,67.457
10.773,1009.9,81.698,5.7864,32.991,1100,530.81,160.24,13.791,0.57478,68.785
9.6582,1009.6,83.05,4.5625,24.554,1068.7,540.57,130.21,11.703,3.4087,85.688
8.6185,1009.1,85.922,3.8624,19.555,1049.1,545.97,111.62,10.389,4.946,90.832
7.5867,1008.7,87.611,3.9428,19.646,1042.1,541.03,110.73,10.415,6.4121,104.68
6.5983,1008.2,89.985,4.0141,20.02,1036.9,536.05,111.36,10.467,7.8615,96.276
5.995,1008,90.547,4.0454,20.103,1039.6,537.43,112.53,10.52,6.5716,89.135
5.6687,1008,92.791,4.0675,20.133,1040.3,537.65,112.71,10.55,6.151,84.332
5.8889,1008.1,93.181,4.0657,20.163,1040.1,537.43,112.71,10.608,6.098,85.198
6.5454,1008.2,94.784,4.9874,26.101,1069.6,535.73,135.44,12.132,3.068,77.396
8.7803,1007.9,96.686,5.9021,32.822,1099.6,531.59,159.32,13.721,0.32353,69.183
11.516,1007.7,88.498,5.723,32.378,1099.8,533.09,156.84,13.635,0.88448,71.555
12.312,1007.4,79.599,5.6914,32.166,1100.3,534.16,156.95,13.526,1.4368,74.75
13.808,1006.6,64.903,4.0955,21.726,1063.5,547.99,118.57,10.947,3.6346,83.294
14.709,1005.8,61.76,3.8417,19.596,1054.6,550.02,110.73,10.389,3.1446,79.792
14.237,1005.4,63.908,3.8041,19.566,1054.4,550.02,110.73,10.376,2.9582,78.116
14.063,1004.9,60.828,3.796,19.59,1054.3,550,110.72,10.436,2.7743,77.794
13.477,1004.7,70.283,4.8019,26.941,1079.3,540.33,136.81,12.276,1.8028,74.192
12.163,1004.6,83.68,5.7584,32.487,1099.7,533.27,157.99,13.615,0.40686,68.14
11.408,1004.6,91.326,6.0597,32.657,1099.9,532.42,158.65,13.697,0.42918,67.38
11.113,1004.6,91.849,5.9913,32.356,1100.2,533.34,158.18,13.678,0.48714,69.191
11.125,1004.6,91.554,5.9914,32.449,1100.3,533.53,158.55,13.782,0.48323,68.921
11.048,1005.3,89.041,5.9912,33.015,1100.2,531.14,159.75,13.906,0.52876,69.1
11.154,1005.3,85.712,5.7852,32.741,1100.1,532.39,159.14,13.816,0.45199,69.201
11.402,1005.4,82.363,5.7357,32.771,1100.2,531.69,158.96,13.835,0.44672,69.443
10.616,1005.5,86.894,5.7549,32.465,1099.9,532.6,158.98,13.737,0.48489,69.792
10.047,1005.3,88.152,5.6346,31.964,1100,533.76,157.89,13.64,0.50266,71.93
9.5064,1004.9,91.8,5.1242,27.919,1084,538.03,143.33,12.639,0.97924,72.11
8.7489,1004.4,93.103,4.8122,25.923,1092.4,549.46,141.58,12.276,0.57248,81.372
8.0869,1004.2,94.723,4.2325,21.735,1065.9,547.99,122.75,11.073,2.174,77.974
7.8284,1004.1,95.16,4.6409,24.465,1069.4,541.13,130.59,11.738,2.3885,74.289
7.5069,1004,97.231,5.9784,32.733,1100.1,530.91,161.6,13.853,0.2061,66.699
7.3024,1004.2,98.947,6.1043,33.236,1100,528.99,162.72,14.019,0.29462,66.875
7.2795,1004.3,99.967,6.0007,32.369,1099.9,531.83,161.13,13.754,0.47028,68.677
7.3923,1004.2,100.15,6.3601,34.699,1100,524.24,165.36,14.249,0.44155,68.293
7.6688,1004.4,100.17,6.046,32.689,1100,530.77,161.77,13.906,0.42391,69.014
8.0621,1004.5,100.11,6.0539,32.847,1100.3,530.22,161.7,14.019,0.59907,69.405
7.9425,1004.5,99.294,5.9986,32.709,1099.8,530.68,161.49,13.851,1.0627,71.681
7.8278,1004.6,97.6,5.9451,32.669,1099.9,531.06,161.47,13.923,1.2364,69.467
7.4341,1005,96.646,5.9984,33.158,1099.9,529.76,162.71,13.943,0.81039,71.08
7.1572,1005.4,95.779,5.9418,32.977,1100,530.08,162.66,13.94,1.0282,71.524
6.7802,1006,93.069,5.9385,33.338,1100.1,528.56,163.63,14.002,0.7805,70.249
6.5286,1006.6,91.02,5.8732,33.125,1100.1,529.59,163.43,13.9,0.49395,68.361
6.4634,1007.4,85.707,5.7948,33.531,1099.9,527.88,164.07,14.049,0.49401,67.794
6.6235,1008.2,86.309,5.8419,33.918,1100.2,526.48,165.14,14.204,0.48078,67.319
6.6168,1008.7,79.104,5.7584,33.649,1099.9,527.33,164.42,14.111,0.51791,69.263
6.3199,1009.4,76.179,5.7472,33.568,1100,527.57,164.73,14.161,0.55316,69.716
6.2745,1009.5,71.482,5.763,33.662,1099.9,527.09,164.68,14.112,0.37169,69.359
6.1014,1009.9,76.144,5.7492,33.563,1100.1,527.35,165.01,14.171,0.21183,68.464
5.5053,1010.1,85.646,5.904,34.112,1100,525.5,166.25,14.266,0.28756,67.727
5.348,1010.3,85.75,4.879,27.158,1065.7,528.04,138.68,12.443,5.6061,88.904
5.4308,1010.2,83.556,3.7835,19.914,1036.3,534.92,112.31,10.549,8.0548,93.882
5.1585,1010.4,83.922,3.7736,19.815,1038,535.95,112.71,10.561,7.1091,93.048
4.8755,1010.5,89.163,3.8773,19.836,1037.8,535.56,112.71,10.605,7.3794,93.815
4.5102,1010.5,93.269,5.4769,29.001,1075.9,528.1,146.62,12.966,3.4977,79.048
4.0106,1010.5,95.139,6.4057,33.605,1099.8,526.52,166.43,14.077,0.44733,66.897
3.8119,1010.6,94.836,6.4841,34.466,1099.9,523.8,168.27,14.356,0.41742,65.662
4.105,1010.7,86.435,5.9756,33.908,1099.9,525.81,166.83,14.192,0.32353,66.743
4.7733,1010.6,75.613,5.6705,33.473,1100,527.15,165.41,14.16,0.24459,68.054
5.1621,1010.5,72.536,5.7157,34.314,1100,525.26,166.52,14.31,0.45794,68.188
5.1748,1010.6,67.041,6.1125,36.959,1100,516.45,171.27,14.805,0.48953,71.526
5.4596,1010.5,58.941,5.7321,34.246,1100,525.19,166.18,14.235,0.52246,72.975
5.629,1010.2,58.271,5.5977,33.31,1099.7,528.38,164.69,14.151,0.49168,72.053
5.7278,1010.1,55.004,5.7168,33.937,1100,526.18,165.83,14.205,0.53815,69.984
5.7394,1010.3,54.273,5.6647,33.48,1099.9,527.59,165.07,14.191,0.28573,68.827
5.5005,1010.3,52.978,5.7191,33.708,1100,526.64,165.67,14.177,0.33276,66.562
5.089,1010.3,57.256,5.6695,33.39,1100.1,527.28,165.63,14.091,0.4389,68.118
4.4514,1010.6,64.249,5.6905,33.564,1100,526.74,166.35,14.138,0.41564,67.345
3.8377,1010.8,68.813,5.7645,34.19,1100,524.72,168.14,14.28,0.40951,65.072
3.2981,1010.7,74.027,5.7585,34.153,1100.1,524.65,168.3,14.298,0.30182,66.508
2.8821,1010.6,75.135,5.8156,34.634,1099.9,523.29,169.38,14.401,0.28806,64.875
2.7701,1010.4,75.299,5.8271,34.65,1099.7,523.77,169.32,14.336,0.24242,66.012
2.7021,1009.9,76.008,4.7498,27.029,1068.6,530.46,141.04,12.391,4.6953,91.028
2.1517,1009.3,76.126,3.7589,20.151,1030.2,529.22,113.3,10.549,10.036,102.85
2.1272,1008.7,73.922,3.6965,20.093,1029,528.85,112.61,10.552,10.828,103.96
2.0724,1007.9,73.587,3.7155,19.926,1034.4,533.16,113.3,10.552,9.2776,105
1.813,1007.2,74.98,3.6967,19.958,1026.4,528.18,111.72,10.553,12.09,114.94
1.4988,1006.3,76.734,3.7063,20.041,1027.6,528.79,112.28,10.585,11.652,112.83
0.97877,1005.7,78.978,3.7379,20.084,1027.9,528.52,112.71,10.628,11.691,108.88
0.5223,1005.2,82.567,3.8504,20.314,1028.6,528.15,113.82,10.651,11.627,100.12
0.86433,1004.8,84.945,5.0799,28.943,1078.3,530.46,147.56,12.835,2.8935,90.49
2.0014,1004.3,81.547,5.8038,34.125,1100.1,526.42,167.18,14.183,0.20237,68.487
3.2082,1003.4,66.996,5.82,34.21,1099.9,526.47,166.47,14.226,0.21667,70.305
4.3447,1003,52.95,5.7675,33.567,1099.8,528.79,164.46,14.01,0.61674,73.588
5.3209,1002.7,50.464,5.8105,33.732,1100,528.35,164.37,14.034,0.73477,73.472
5.8359,1002.6,49.163,5.7679,33.387,1100.3,529.34,163.61,13.987,0.95264,74.571
6.1231,1002.5,50.442,5.8106,33.626,1100.3,528.53,163.83,14.077,0.9449,74.823
6.2781,1002.8,50.433,5.7208,33.228,1099.7,529.81,163.21,13.912,0.49645,71.961
6.5627,1003.2,53.494,5.7286,33.466,1100.3,529.37,163.36,14.044,0.50978,72.537
6.2695,1003.9,56.85,5.7592,33.587,1100,528.8,164.03,14.025,0.42201,71.127
5.7297,1005.3,66.82,5.7727,33.649,1099.8,528.41,164.32,14.029,0.2148,70.814
5.3738,1006.5,69.943,5.7492,33.61,1100.1,528.21,164.7,14.066,0.10656,69.074
3.8875,1008.1,79.174,5.8384,34.075,1100,526.08,167.17,14.233,0.21348,65.595
3.9597,1008.7,80.852,5.8312,33.979,1100,525.74,166.77,14.279,0.1658,64.266
5.2582,1019.5,72.939,5.6608,33.136,1089.9,523.12,159.88,13.923,2.2435,76.79
5.1415,1019.6,72.279,5.8691,34.58,1100.2,523.81,167.33,14.346,0.24746,62.317
5.1638,1019.5,73.762,5.8567,34.585,1100,523.68,167.38,14.388,0.21235,63.415
5.2961,1019.4,72.775,5.7954,34.183,1099.8,524.75,166.47,14.28,0.22637,63.273
5.2792,1019.1,73.713,5.8236,34.236,1100,525.35,166.27,14.286,0.21222,62.386
5.3605,1018.7,74.386,5.6956,33.553,1098.4,526.85,163.75,14,0.27537,66.707
5.1887,1018.7,75.34,3.7949,20.341,1030.4,529.48,111.94,10.588,9.5333,99.467
4.2271,1018.8,79.734,3.754,19.867,1040.7,537.05,112.71,10.645,6.8686,103.01
4.1087,1018.8,79.83,4.3079,23.694,1060,536.33,127.09,11.655,4.2605,93.263
3.9354,1018.9,81.373,5.8553,34.407,1100.2,524.91,167.21,14.333,0.018342,60.744
4.5527,1018.7,76.849,5.8081,34.152,1100.3,525.74,166.16,14.23,0.052901,62.949
5.8873,1018.4,70.064,6.3038,37.34,1100,515.87,170.61,14.872,0.62193,70.925
7.0457,1018.2,73.38,6.3824,37.068,1100.2,516.65,169.74,14.837,1.6878,75.016
7.7507,1017.7,71.647,6.4096,36.844,1100.3,517.31,169.18,14.798,2.3155,77.568
8.5377,1016.9,70.545,6.4033,36.623,1100.1,517.72,168.43,14.745,1.7173,74.747
9.3349,1016.1,65.067,6.3891,36.478,1100.2,518.51,167.66,14.711,0.40666,71.147
10.028,1015.3,66.319,6.3737,36.34,1100,518.85,167.12,14.695,0.32603,70.862
10.776,1014.7,68.763,6.3372,36.212,1100.1,519.78,166.35,14.68,0.27204,64.897
11.24,1014,72.137,6.3252,36.12,1100.1,519.91,165.81,14.664,0.48679,70.341
11.091,1014,71.266,6.3332,35.952,1100,520.21,165.84,14.649,0.50327,72.42
10.584,1014.2,74.627,6.2827,36.162,1100.1,519.8,166.2,14.633,0.61787,71.764
10.362,1013.8,80.466,6.2994,36.199,1100.1,519.79,166.44,14.618,0.56268,70.408
10.524,1013.7,82.954,6.2005,35.319,1100.2,522.57,164.96,14.37,0.42065,70.025
10.581,1013.4,85.92,5.9543,32.95,1099.9,530,160.7,14.022,0.4869,69.571
10.531,1013.3,88.572,6.0553,33.025,1099.9,529.73,160.99,13.965,0.53856,69.628
10.241,1013.1,91.79,6.1209,32.917,1100.2,530.29,160.66,13.793,0.51804,70.483
10.221,1013,90.06,6.0153,32.818,1100,530.88,160.23,13.825,0.51162,69.984
10.248,1012.6,90.244,5.9095,32.057,1100,532.98,158.47,13.706,0.49056,70.517
10.066,1012.4,93.034,6.1256,33.069,1100,529.73,160.96,13.959,0.45143,67.188
9.737,1012,96.238,6.2709,33.294,1100,529.1,161.32,13.979,0.41715,66.74
10.087,1012,93.974,6.091,32.8,1100,531.26,160,13.841,0.4607,69.065
10.131,1011.9,91.121,6.1212,33.192,1099.9,530.04,160.87,13.882,0.45726,68.4
9.9144,1011.3,91.338,4.4021,21.842,1055.6,542.08,118.93,11,5.2903,98.31
9.7772,1010.9,91.67,5.4971,28.607,1080.9,534.66,143.5,12.683,2.2862,81.656
10.283,1010.5,92.716,6.0915,32.552,1100.2,531.9,159.26,13.755,0.57182,68.093
11.1,1010.7,89.618,6.0323,32.698,1100.3,530.65,159.45,13.912,0.43469,69.701
11.11,1010.6,89.972,5.96,32.288,1100.1,532.04,158.86,13.808,0.64826,70.877
11.261,1010.6,91.813,6.0025,32.533,1100.3,531.31,159.09,13.885,0.8384,70.855
10.387,1011.9,84.722,5.8775,32.666,1099.8,530.72,160.87,13.911,0.8061,71.383
7.9717,1012.9,85.285,5.9627,33.424,1099.8,528.24,163.52,14.128,0.44529,68.435
7.4957,1012.8,88.451,5.9757,33.42,1100.2,528.81,163.12,14.001,0.026562,66.608
7.2314,1013,90.061,6.0149,33.632,1100,528.03,163.4,14.091,0.021684,66.195
7.9111,1013.1,89.187,5.9044,32.944,1100,529.89,161.98,13.927,0.44882,68.69
8.4593,1013.3,86.214,5.936,33.312,1100,528.94,162.46,14.005,0.55241,66.243
8.363,1013.7,87.082,5.9456,33.048,1100,529.73,162,13.94,0.50494,68.777
8.3858,1014.2,87.464,5.9259,32.814,1100.1,530.36,161.57,13.819,0.53798,68.934
8.3781,1014.4,87.131,6.0099,33.592,1100.2,528.09,162.97,14.097,0.46928,68.379
8.212,1015.4,87.798,5.9763,33.562,1100.2,527.83,163.06,14.145,0.50835,66.677
7.6578,1016.2,89.265,6.1209,34.264,1100.1,525.62,164.92,14.253,0.47777,67.619
7.4637,1016.3,87.477,5.9809,33.713,1099.8,527.63,164.05,14.092,0.5976,68.403
6.7666,1017,86.274,5.8973,33.032,1097.2,528.08,161.73,13.933,0.82346,69.497
5.7683,1017.8,87.842,3.9671,20.173,1029.3,529.22,111.13,10.496,10.058,110.92
5.0621,1018.2,89.054,4.0114,20.129,1040.4,536.12,114.1,10.543,6.4835,91.094
4.9066,1018.1,87.056,3.9509,20.163,1034.7,532.27,112.79,10.591,8.8189,98.711
4.8103,1017.9,84.332,3.8923,20.178,1034.4,532.11,112.71,10.634,8.8114,101.12
4.3321,1017.9,82.931,3.897,20.385,1030.4,529.03,112.71,10.667,10.632,105.46
3.6425,1018,85.834,3.9356,20.454,1027.9,526.98,112.71,10.681,11.675,103.89
3.7836,1018.4,89.094,3.9325,20.37,1031.3,529.36,112.7,10.63,9.9105,101.04
5.0853,1018.5,87.307,3.9753,20.835,1038.6,533.3,114.7,10.824,7.428,100.89
6.9968,1018.2,82.71,5.9262,34.097,1100,526.08,163.56,14.193,0.01644,66.653
8.3821,1018.2,76.827,5.8009,33.026,1099.9,529.59,161.32,13.958,0.82159,70.402
9.1193,1018.1,73.111,5.8732,33.145,1100.3,528.99,161.4,14.053,1.3326,73.734
9.8277,1017.7,68.578,5.2803,29.149,1099.9,542.26,151.93,13.002,1.7834,86.675
10.436,1017.2,68.024,4.5738,24.107,1083.7,549.47,133.26,11.752,1.3167,83.065
11.122,1016.8,63.85,4.5998,24.304,1084.7,549.79,133.66,11.689,0.98751,82.19
11.743,1016.3,60.655,4.5976,24.372,1085.3,550.2,133.69,11.688,0.98546,86.305
12.006,1016,55.623,3.905,19.796,1052.3,546.37,112.11,10.539,3.7675,88.196
11.483,1015.9,64.818,4.1328,21.574,1065.7,548.41,121.08,11.081,2.4477,80.737
10.434,1016.1,66.945,4.496,24.083,1083.7,550,133.31,11.714,1.2163,81.748
9.3597,1016.2,76.394,4.4683,24.123,1084.2,549.98,134.07,11.74,1.177,80.286
8.332,1017.2,75.696,4.4079,24.221,1084.6,549.91,134.7,11.829,0.95587,81.855
7.4976,1017.7,79.206,4.4344,24.046,1084.2,549.97,134.69,11.91,1.0671,81.64
6.9722,1018,85.875,4.5768,24.262,1085.1,549.94,135.41,11.951,1.3715,81.997
6.9926,1018,86.718,4.5913,24.384,1085.5,550.21,135.5,11.915,1.0595,81.676
6.9365,1018.1,85.951,5.9477,33.565,1099.9,528,163.35,14.007,0.26998,64.32
6.7853,1018,86.377,3.9919,20.721,1040.6,534.92,114.16,10.698,7.9574,98.234
6.4929,1017.7,85.168,3.9278,20.201,1033.3,532.1,111.7,10.543,9.5676,98.466
5.8821,1017.3,85.731,3.936,20.221,1032.2,531.43,111.71,10.573,10.246,101.89
5.2343,1016.8,87.163,3.9424,20.214,1032.2,531.32,111.7,10.539,10.499,104.14
5.3891,1016.7,88.165,3.9176,19.625,1051.3,546.16,111.72,10.49,5.1804,113.65
5.7918,1016.6,86.52,4.4261,23.239,1075.7,548.07,129.23,11.538,2.5448,97.111
6.2251,1016.7,89.313,4.5759,24.196,1084,549.87,134.67,11.824,1.2822,82.6
7.3166,1016.4,89.711,6.0113,33.724,1100.2,527.75,163.11,14.059,0.53514,64.041
8.0507,1016.1,89.984,5.9503,33.248,1099.8,528.79,161.91,14.041,0.33837,63.13
8.7816,1015.8,88.91,5.971,33.346,1100.2,528.6,161.63,14.007,0.13609,63.614
9.3256,1015.2,84.189,5.819,32.905,1099.7,530.01,160.6,13.805,0.38024,67.696
10.214,1014.5,79.687,4.8653,26.79,1097.9,549.79,144.64,12.453,0.55164,84.368
11.035,1013.9,75.918,4.7726,26.21,1094.4,549.68,141.77,12.353,0.71954,83.432
10.897,1013.4,73.545,4.7523,26.017,1093.2,549.92,140.8,12.228,0.9091,82.877
10.748,1013,74.453,4.7716,26.256,1094.2,550.13,141.73,12.196,0.67571,82.536
10.423,1012.9,80.948,4.7218,25.904,1092.9,550.24,140.46,12.163,0.76608,79.63
10.065,1013.3,82.148,4.7474,25.917,1092.6,549.76,140.72,12.131,0.92224,80.41
9.9875,1013.8,75.734,4.7875,26.455,1096.2,550.04,143.41,12.369,0.57378,83.318
9.3863,1014.3,77.78,4.7958,26.582,1097.2,549.57,144.7,12.441,0.80518,83.494
8.8793,1014.8,82.778,4.6953,25.542,1092.2,550.06,140.51,12.212,0.88264,79.874
8.4103,1015.2,84.875,4.5258,24.085,1084.3,549.96,134.45,11.834,1.2815,78.256
8.1437,1015.4,85.992,4.57,24.298,1085.3,550.28,135.09,12.001,1.1612,78.853
8.1429,1015.5,85.612,4.5755,24.227,1085,550.33,134.71,11.957,1.0399,77.852
8.0826,1016.1,83.462,4.505,24.177,1084.5,550.09,134.29,11.864,1.1872,79.065
7.7149,1016.2,82.8,4.4831,24.137,1084.3,549.91,134.32,11.795,1.2061,79.594
7.4535,1016.4,84.914,4.4563,23.968,1083.2,549.83,133.66,11.67,1.2333,78.945
7.5426,1016.7,85.949,3.8674,19.886,1042.3,538.95,112,10.578,6.4334,90.075
6.9868,1016.9,86.85,3.9271,19.942,1037.3,535.4,111.75,10.579,8.5888,95.833
6.4709,1017.5,88.534,4.1043,20.985,1044.7,536.5,116.68,10.927,8.1029,92.529
6.446,1018,87.634,5.3643,29.475,1099.9,541.31,153.93,13.194,0.61748,74.398
7.0186,1018.4,84.187,5.0931,28.243,1099.2,545.18,149.46,12.88,0.55527,80.228
7.5736,1018.7,79.077,5.8046,33.183,1100,528.15,162.31,14.031,0.3764,64.079
8.1595,1018.9,74.286,5.8021,33.181,1099.9,528.31,161.92,14.164,0.62418,64.832
8.9244,1019,71.09,5.8265,33.269,1100,528.37,161.54,14.01,0.8401,66.922
9.6768,1018.7,65.303,5.7765,32.817,1099.7,529.96,160.33,13.862,1.0695,68.681
10.703,1018.5,60.473,5.3603,30.183,1099.8,538.96,153.95,13.271,0.68201,74.497
11.538,1018.4,58.069,5.1639,28.891,1099.8,543.27,150.67,12.987,0.56033,79.099
11.65,1018.5,56.56,5.0506,28.124,1100.2,546.47,148.54,12.863,0.6567,81.848
11.048,1018.4,61.471,5.6946,32.293,1100.3,531.64,158.76,13.835,0.45688,66.005
9.8987,1018.3,63.655,4.6608,25.382,1085.2,546.25,137.28,12.146,1.1699,79.401
8.9222,1018.7,64.953,4.4781,24.193,1085.1,549.86,134.7,11.76,1.2083,81.712
7.7949,1019.3,70.342,4.5076,24.603,1087.3,549.9,136.88,11.914,1.1313,81.738
7.2231,1020,72.779,4.5961,25.437,1091.8,550.02,140.5,12.117,0.82748,81.801
6.7918,1020.6,73.961,4.3627,23.964,1083.6,549.89,134.18,11.804,1.2073,82.044
6.261,1020.7,74.267,4.381,24.069,1084.3,550.02,134.94,11.881,1.2528,83.36
6.0532,1020.9,72.741,4.3556,24.117,1084.4,549.85,135.02,11.873,1.1516,84.498
5.8301,1021.1,72.973,5.9101,34.924,1099.9,522.83,166.96,14.368,0.42838,61.869
5.5908,1021.5,75.202,4.3835,24.242,1083.4,548.82,135.49,11.921,1.4146,83.988
4.7111,1021.7,77.964,4.2917,23.699,1082.6,550.01,134,11.846,1.7088,86.208
4.0458,1021.7,80.988,5.052,28.201,1088.9,537.5,147.95,12.936,1.351,79.469
4.1452,1021.9,82.294,6.3741,37.402,1099.9,513.75,173.43,14.913,0.58314,64.019
3.8668,1022.2,82.494,4.5465,24.693,1086.6,548.1,138.98,11.994,1.2316,85.64
3.5375,1022.3,85.244,4.4548,23.792,1084.6,550.06,135.8,11.954,1.677,87.164
3.944,1022.9,87.19,5.5906,31.385,1100.1,533.69,160.71,13.682,0.52082,66.993
5.4884,1023.6,84.374,5.9231,34.283,1100,524.78,165.73,14.266,0.28159,61.314
7.3725,1024.2,72.386,5.8022,33.597,1100.3,527.53,163.18,14.132,0.43501,64.827
8.7768,1024.5,65.159,5.8625,33.599,1100,526.86,162.33,14.112,0.47179,65.13
9.7695,1024.6,61.296,5.8204,33.032,1100.2,528.74,160.7,14.008,0.51316,65.535
10.501,1024.2,58.126,5.866,33.279,1100.2,528.11,160.79,14.062,0.89179,67.111
11.088,1023.8,60.315,5.8034,32.705,1100,529.69,159.44,13.937,0.68103,50.666
11.255,1023.8,59.847,5.8301,32.947,1100.1,528.64,160.03,14.023,0.44034,63.44
11.127,1023.6,59.186,5.7851,32.663,1100.3,529.86,159.87,14.027,0.42457,64.076
10.586,1023.5,62.701,5.8217,33.157,1100.2,528.02,161.47,14.092,0.42565,63.012
9.6208,1023.8,69.426,5.7818,33.082,1099.8,527.98,162.32,14.103,0.43112,63.453
8.5556,1023.8,76.979,5.8532,33.558,1099.6,526.81,163.57,14.148,0.29498,61.953
8.0244,1023.9,76.068,5.9247,34.199,1099.8,524.71,164.51,14.23,0.39441,61.57
7.7445,1024.3,77.873,5.4468,30.937,1100.2,535.56,157.8,13.573,0.5156,67.693
7.2553,1024.3,82.125,5.5802,31.677,1100.3,532.97,159.78,13.786,0.50743,62.904
6.9787,1024.1,82.635,5.9473,34.313,1100.1,524.39,165.47,14.302,0.398,60.214
6.8985,1023.6,82.964,5.9302,34.103,1100.1,525.19,165.1,14.297,0.2076,59.831
6.8918,1023.2,82.722,5.97,34.35,1099.9,524.48,165.51,14.226,0.28347,60.068
6.9417,1022.7,82.646,4.463,24.193,1083.8,548.96,134.79,11.897,1.2269,82.43
7.0737,1022.3,80.259,4.5556,24.761,1088.6,549.98,137.56,12.041,1.0456,82.007
7.1695,1021.8,79.807,4.5282,24.602,1087.6,550,136.67,11.959,1.1199,82.113
7.1353,1021.4,80.834,4.5414,24.593,1087.3,549.92,136.67,11.925,1.1088,82.879
7.1697,1021.4,80.983,4.5414,24.625,1087.5,550.08,136.67,11.833,1.1111,82.396
7.2756,1021.2,80.118,4.4169,24.017,1083.6,549.62,133.85,11.862,1.4228,82.432
7.3547,1021.2,79.641,5.9883,34.577,1099.8,524.03,164.71,14.29,0.59986,61.679
7.6603,1021.2,79.407,5.8113,33.282,1100.3,528.26,162.64,14.106,0.45201,62.861
8.2358,1021.1,74.196,5.8269,33.431,1100.2,527.69,162.4,14.138,0.3495,64.095
8.7179,1020.9,70.647,5.8033,33.07,1100.2,528.72,161.42,13.99,1.0139,65.663
9.5046,1021,68.931,5.8371,33.333,1100,528.23,161.68,14.031,0.75927,67.093
9.8142,1021.1,68.474,5.7916,33.199,1100.1,528.84,161.74,13.967,1.0047,67.262
9.6964,1020.7,68.739,4.9324,27.698,1100,547.74,148.26,12.651,1.2738,84.703
10.179,1020.6,65.469,5.425,30.635,1097.6,536.53,153.63,13.377,0.53266,72.929
10.402,1020.8,67.302,5.8006,33.194,1099.8,529.2,161.26,13.976,0.44414,64.733
10.287,1020.9,75.819,5.8704,33.536,1100.2,527.92,162.26,14.103,0.42694,64.071
10.14,1021.3,74.555,5.7752,33.322,1100,528.77,161.99,13.941,0.39037,62.39
9.9266,1021.6,76.951,5.8345,33.375,1100.2,528.27,162.05,14.024,0.38541,62.484
9.3463,1021.9,82.566,5.9618,33.579,1100.1,527.57,162.76,14.082,0.44799,59.008
8.9833,1022.4,86.124,6.0691,33.562,1100.1,527.64,163.26,14.14,0.28819,58.217
8.8908,1022.8,88.769,6.1996,33.694,1100.2,527.02,163.47,14.18,0.28964,57.042
8.8296,1023.1,86.007,4.8214,25.209,1084.9,546.43,136.9,12.124,1.1654,75.807
8.7702,1023.3,84.779,4.9391,26.529,1097.8,549.49,144.52,12.51,0.69282,79.061
8.6452,1023.8,86.296,6.0381,33.869,1099.7,526.2,163.46,14.08,0.33305,58.48
8.6801,1024.5,86.59,4.0762,20.743,1046.3,538.12,115.03,10.862,6.4916,90.616
8.7494,1024.4,88.108,3.9952,19.935,1039.5,536.56,111.29,10.654,8.4636,92.862
8.4856,1024.5,88.043,3.9927,20.045,1038.1,535.67,111.19,10.576,8.5333,94.283
8.4358,1024.8,88.054,3.9867,20.072,1040.1,536.87,111.71,10.616,7.4415,89.692
8.4151,1025.6,87.997,4.1166,20.776,1049.3,539.99,116.04,10.928,6.0646,87.008
8.2148,1026.3,88.907,4.669,24.16,1085.3,549.86,134.44,11.82,1.487,79.363
8.1513,1026.8,89.728,5.2345,28.119,1099.4,545.16,149.62,12.914,0.70389,71.826
8.2555,1027.3,90.773,6.1728,34.058,1099.9,525.35,163.87,14.223,1.8514,54.3
8.8711,1027.9,90.028,6.0819,33.465,1100.1,526.95,162.55,14.141,0.47674,56.391
9.8002,1028.5,81.824,5.9149,33.438,1100.2,526.81,161.94,14.185,0.40471,57.514
10.425,1028.9,76.968,5.8715,33.315,1100.3,527.34,161.58,14.168,0.39591,59.023
10.435,1029.2,76.458,5.9242,33.568,1099.9,526.53,162.19,14.105,0.53704,59.103
10.449,1029.1,77.694,5.402,30.031,1100.3,537.95,154.34,13.417,0.68372,67.632
10.621,1029.3,73.842,5.8542,33.148,1100,527.99,161.27,14.073,0.56372,59.418
10.491,1029.2,74.042,5.7999,32.872,1100.2,528.34,161.23,14.03,0.53227,59.239
9.788,1029.4,76.423,5.8758,33.474,1100,526.3,162.91,14.17,0.52852,58.119
8.9717,1029.9,78.553,5.8412,33.387,1100,526.59,163.38,14.099,0.58291,56.528
8.3444,1030.3,78.811,5.864,33.679,1100,525.78,163.96,14.164,0.53832,56.8
7.4232,1030.8,79.888,5.9395,34.134,1100.1,524.25,165.67,14.304,0.29129,55.74
5.9728,1031.8,84.981,4.0206,20.12,1038.2,534.08,112.96,10.609,9.2588,108.44
6.8821,1030.6,84.669,3.9395,19.412,1057.4,549.37,112.13,10.686,4.6884,119.48
8.0409,1030.4,86.103,4.97,26.379,1077.9,537.87,136.3,12.404,2.411,96.575
8.4225,1030.8,82.062,5.708,31.987,1100.1,531.45,159.66,13.869,0.48517,61.033
